sid,sub,pid,pred,oid,obj,class,score,,paths
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,1,0.324734205,0,"['dbr:Woodrow_Wilson\n', 'dbr:Ellen_Axson_Wilson\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.324734205,1,"['dbr:Warren_G._Harding\n', 'dbr:Florence_Harding\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
1039239,dbr:Gerald_Ford,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.087834015,10,"['dbr:Gerald_Ford\n', 'db:ontology/OfficeHolder\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
1036228,dbr:George_W._Bush,571,dbo:spouse,403020,dbr:Bess_Truman,0,0.13673254,100,"['dbr:George_W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Bess_Truman\n']"
360813,dbr:Barack_Obama,571,dbo:spouse,403020,dbr:Bess_Truman,0,0.102056909,101,"['dbr:Barack_Obama\n', 'dbr:The_After_Party:_The_Last_Party_3\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Bess_Truman\n']"
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.130714186,102,"['dbr:Woodrow_Wilson\n', 'dbr:Presbyterianism\n', 'dbr:Mamie_Eisenhower\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.101615542,103,"['dbr:Warren_G._Harding\n', 'dbr:Wallace_Rider_Farrington\n', 'dbr:Lawrence_M._Judd\n', 'dbr:Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
520375,dbr:Calvin_Coolidge,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.12125503,104,"['dbr:Calvin_Coolidge\n', 'dbr:J._Edgar_Hoover\n', 'dbr:Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
1170654,dbr:Herbert_Hoover,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.148301873,105,"['dbr:Herbert_Hoover\n', 'dbr:Lou_Henry_Hoover\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Mamie_Eisenhower\n']"
982697,dbr:Franklin_D._Roosevelt,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.150083436,106,"['dbr:Franklin_D._Roosevelt\n', 'dbr:Eleanor_Roosevelt\n', 'dbr:Bess_Truman\n', 'dbr:Mamie_Eisenhower\n']"
1146400,dbr:Harry_S._Truman,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.286951732,107,"['dbr:Harry_S._Truman\n', 'dbr:Bess_Truman\n', 'dbr:Mamie_Eisenhower\n']"
808950,dbr:Dwight_D._Eisenhower,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,1,0.286951732,108,"['dbr:Dwight_D._Eisenhower\n', 'dbr:Doud_Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
1351832,dbr:John_F._Kennedy,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.312771273,109,"['dbr:John_F._Kennedy\n', 'dbr:Presidency_of_Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
1334643,dbr:Jimmy_Carter,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.094528719,11,"['dbr:Jimmy_Carter\n', 'dbr:James_Dickson_Phillips,_Jr.\n', 'dbr:Davidson_College\n', 'dbr:Woodrow_Wilson\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
1655502,dbr:Lyndon_B._Johnson,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.164268448,110,"['dbr:Lyndon_B._Johnson\n', 'dbr:Ridgway_B._Knight\n', 'dbr:John_Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
2208013,dbr:Richard_Nixon,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.312771273,111,"['dbr:Richard_Nixon\n', 'dbr:Presidency_of_Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
1039239,dbr:Gerald_Ford,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.14262757,112,"['dbr:Gerald_Ford\n', 'dbr:Betty_Ford\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Mamie_Eisenhower\n']"
1334643,dbr:Jimmy_Carter,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.125239265,113,"['dbr:Jimmy_Carter\n', 'dbr:Arthur_F._Burns\n', 'dbr:Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n']"
2245582,dbr:Ronald_Reagan,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.141474221,114,"['dbr:Ronald_Reagan\n', 'dbr:Nancy_Reagan\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Mamie_Eisenhower\n']"
1032631,dbr:George_H._W._Bush,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.13673254,115,"['dbr:George_H._W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Mamie_Eisenhower\n']"
413832,dbr:Bill_Clinton,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.102777874,116,"['dbr:Bill_Clinton\n', 'dbr:Lyndon_Lowell_Olson,_Jr.\n', 'dbr:Presbyterianism\n', 'dbr:Mamie_Eisenhower\n']"
1036228,dbr:George_W._Bush,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.13673254,117,"['dbr:George_W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Mamie_Eisenhower\n']"
360813,dbr:Barack_Obama,571,dbo:spouse,1687544,dbr:Mamie_Eisenhower,0,0.102056909,118,"['dbr:Barack_Obama\n', 'dbr:The_After_Party:_The_Last_Party_3\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Mamie_Eisenhower\n']"
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.115534936,119,"['dbr:Woodrow_Wilson\n', 'dbr:Ellen_Axson_Wilson\n', 'dbr:Helen_Herron_Taft\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
2245582,dbr:Ronald_Reagan,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.087834015,12,"['dbr:Ronald_Reagan\n', 'db:ontology/OfficeHolder\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.104941465,120,"['dbr:Warren_G._Harding\n', 'dbr:Andrew_W._Mellon\n', 'dbr:Southampton_(village),_New_York\n', 'dbr:Edith_Ewing_Bouvier_Beale\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
520375,dbr:Calvin_Coolidge,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.123170514,121,"['dbr:Calvin_Coolidge\n', 'dbr:J._Edgar_Hoover\n', 'dbr:John_F._Kennedy\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1170654,dbr:Herbert_Hoover,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.148301873,122,"['dbr:Herbert_Hoover\n', 'dbr:Lou_Henry_Hoover\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
982697,dbr:Franklin_D._Roosevelt,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.135941458,123,"['dbr:Franklin_D._Roosevelt\n', 'dbr:Eleanor_Roosevelt\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1146400,dbr:Harry_S._Truman,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.16529319,124,"['dbr:Harry_S._Truman\n', 'dbr:Bess_Truman\n', 'dbr:Mamie_Eisenhower\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
808950,dbr:Dwight_D._Eisenhower,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.280508894,125,"['dbr:Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1351832,dbr:John_F._Kennedy,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,1,0.339453666,126,"['dbr:John_F._Kennedy\n', 'dbr:Patrick_Bouvier_Kennedy\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1655502,dbr:Lyndon_B._Johnson,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.286951732,127,"['dbr:Lyndon_B._Johnson\n', 'dbr:Timeline_of_the_presidency_of_John_F._Kennedy\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
2208013,dbr:Richard_Nixon,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.173545612,128,"['dbr:Richard_Nixon\n', 'dbr:Presidency_of_Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1039239,dbr:Gerald_Ford,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.14262757,129,"['dbr:Gerald_Ford\n', 'dbr:Betty_Ford\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1032631,dbr:George_H._W._Bush,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.087834015,13,"['dbr:George_H._W._Bush\n', 'db:ontology/OfficeHolder\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
1334643,dbr:Jimmy_Carter,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.115604682,130,"['dbr:Jimmy_Carter\n', 'dbr:Lyle_Franklin_Lane\n', 'dbr:George_Washington_University\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
2245582,dbr:Ronald_Reagan,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.141474221,131,"['dbr:Ronald_Reagan\n', 'dbr:Nancy_Reagan\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1032631,dbr:George_H._W._Bush,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.13673254,132,"['dbr:George_H._W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
413832,dbr:Bill_Clinton,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.140661862,133,"['dbr:Bill_Clinton\n', 'dbr:Jean_Kennedy_Smith\n', 'dbr:Maria_Shriver\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
1036228,dbr:George_W._Bush,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.13673254,134,"['dbr:George_W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
360813,dbr:Barack_Obama,571,dbo:spouse,1285324,dbr:Jacqueline_Kennedy_Onassis,0,0.12197824,135,"['dbr:Barack_Obama\n', 'dbr:Jonathan_Coppess\n', 'dbr:George_Washington_University\n', 'dbr:Jacqueline_Kennedy_Onassis\n']"
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.115534936,136,"['dbr:Woodrow_Wilson\n', 'dbr:Ellen_Axson_Wilson\n', 'dbr:Helen_Herron_Taft\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.096148021,137,"['dbr:Warren_G._Harding\n', 'dbr:James_J._Davis\n', 'dbr:Francis_J._Myers\n', 'dbr:Lyndon_B._Johnson\n', 'dbr:Lady_Bird_Johnson\n']"
520375,dbr:Calvin_Coolidge,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.120722672,138,"['dbr:Calvin_Coolidge\n', 'dbr:J._Edgar_Hoover\n', 'dbr:Lyndon_B._Johnson\n', 'dbr:Lady_Bird_Johnson\n']"
1170654,dbr:Herbert_Hoover,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.148301873,139,"['dbr:Herbert_Hoover\n', 'dbr:Lou_Henry_Hoover\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
413832,dbr:Bill_Clinton,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.094444503,14,"['dbr:Bill_Clinton\n', 'dbr:Karen_Nelson_Moore\n', 'dbr:Washington,_D.C.\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
982697,dbr:Franklin_D._Roosevelt,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.135941458,140,"['dbr:Franklin_D._Roosevelt\n', 'dbr:Eleanor_Roosevelt\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
1146400,dbr:Harry_S._Truman,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.150083436,141,"['dbr:Harry_S._Truman\n', 'dbr:Bess_Truman\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
808950,dbr:Dwight_D._Eisenhower,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.148301873,142,"['dbr:Dwight_D._Eisenhower\n', 'dbr:Mamie_Eisenhower\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
1351832,dbr:John_F._Kennedy,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.232783514,143,"['dbr:John_F._Kennedy\n', 'dbr:Jacqueline_Kennedy_Onassis\n', 'dbr:Lady_Bird_Johnson\n']"
1655502,dbr:Lyndon_B._Johnson,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,1,0.419059784,144,"['dbr:Lyndon_B._Johnson\n', 'dbr:Lynda_Bird_Johnson_Robb\n', 'dbr:Lady_Bird_Johnson\n']"
2208013,dbr:Richard_Nixon,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.265069976,145,"['dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n', 'dbr:Lady_Bird_Johnson\n']"
1039239,dbr:Gerald_Ford,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.151382071,146,"['dbr:Gerald_Ford\n', 'dbr:Betty_Ford\n', 'dbr:Pat_Nixon\n', 'dbr:Lady_Bird_Johnson\n']"
1334643,dbr:Jimmy_Carter,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.12823899,147,"['dbr:Jimmy_Carter\n', 'dbr:Esther_Peterson\n', 'dbr:Lyndon_B._Johnson\n', 'dbr:Lady_Bird_Johnson\n']"
2245582,dbr:Ronald_Reagan,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.141474221,148,"['dbr:Ronald_Reagan\n', 'dbr:Nancy_Reagan\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
1032631,dbr:George_H._W._Bush,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.13673254,149,"['dbr:George_H._W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
1036228,dbr:George_W._Bush,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.090961238,15,"['dbr:George_W._Bush\n', 'dbr:Brett_Kavanaugh\n', 'dbr:Washington,_D.C.\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
413832,dbr:Bill_Clinton,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.123207422,150,"['dbr:Bill_Clinton\n', 'dbr:James_Robert_Jones\n', 'dbr:Lyndon_B._Johnson\n', 'dbr:Lady_Bird_Johnson\n']"
1036228,dbr:George_W._Bush,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.13673254,151,"['dbr:George_W._Bush\n', 'dbr:Barbara_Bush\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Lady_Bird_Johnson\n']"
360813,dbr:Barack_Obama,571,dbo:spouse,1506604,dbr:Lady_Bird_Johnson,0,0.120004469,152,"['dbr:Barack_Obama\n', 'dbr:Jeffrey_L._Viken\n', 'dbr:Huron,_South_Dakota\n', 'dbr:Muriel_Humphrey_Brown\n', 'dbr:Lady_Bird_Johnson\n']"
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.08974326,153,"['dbr:Woodrow_Wilson\n', 'dbr:University_of_Virginia_School_of_Law\n', 'dbr:Alben_W._Barkley\n', 'dbr:Jane_Hadley_Barkley\n', 'dbr:Pat_Nixon\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.087834015,154,"['dbr:Warren_G._Harding\n', 'db:ontology/OfficeHolder\n', 'dbr:Pat_Nixon\n']"
520375,dbr:Calvin_Coolidge,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.118374697,155,"['dbr:Calvin_Coolidge\n', 'dbr:J._Edgar_Hoover\n', 'dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n']"
1170654,dbr:Herbert_Hoover,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.118374697,156,"['dbr:Herbert_Hoover\n', 'dbr:J._Edgar_Hoover\n', 'dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n']"
982697,dbr:Franklin_D._Roosevelt,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.118374697,157,"['dbr:Franklin_D._Roosevelt\n', 'dbr:J._Edgar_Hoover\n', 'dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n']"
1146400,dbr:Harry_S._Truman,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.184134365,158,"['dbr:Harry_S._Truman\n', 'dbr:Bess_Truman\n', 'dbr:Jane_Hadley_Barkley\n', 'dbr:Pat_Nixon\n']"
808950,dbr:Dwight_D._Eisenhower,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.174871067,159,"['dbr:Dwight_D._Eisenhower\n', 'dbr:David_Eisenhower\n', 'dbr:Julie_Nixon_Eisenhower\n', 'dbr:Pat_Nixon\n']"
360813,dbr:Barack_Obama,571,dbo:spouse,826472,dbr:Edith_Bolling_Galt_Wilson,0,0.163292927,16,"['dbr:Barack_Obama\n', 'dbr:White_House\n', 'dbr:Ellen_Axson_Wilson\n', 'dbr:Edith_Bolling_Galt_Wilson\n']"
1351832,dbr:John_F._Kennedy,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.139155437,160,"['dbr:John_F._Kennedy\n', 'dbr:Jacqueline_Kennedy_Onassis\n', 'dbr:Lady_Bird_Johnson\n', 'dbr:Pat_Nixon\n']"
1655502,dbr:Lyndon_B._Johnson,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.257044844,161,"['dbr:Lyndon_B._Johnson\n', 'dbr:Lady_Bird_Johnson\n', 'dbr:Pat_Nixon\n']"
2208013,dbr:Richard_Nixon,571,dbo:spouse,2025365,dbr:Pat_Nixon,1,0.324734205,162,"['dbr:Richard_Nixon\n', 'dbr:Julie_Nixon_Eisenhower\n', 'dbr:Pat_Nixon\n']"
1039239,dbr:Gerald_Ford,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.260877731,163,"['dbr:Gerald_Ford\n', 'dbr:Betty_Ford\n', 'dbr:Pat_Nixon\n']"
1334643,dbr:Jimmy_Carter,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.156294869,164,"['dbr:Jimmy_Carter\n', 'dbr:Rosalynn_Carter\n', 'dbr:Betty_Ford\n', 'dbr:Pat_Nixon\n']"
2245582,dbr:Ronald_Reagan,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.11950703,165,"['dbr:Ronald_Reagan\n', 'dbr:William_Ruckelshaus\n', 'dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n']"
1032631,dbr:George_H._W._Bush,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.169987025,166,"['dbr:George_H._W._Bush\n', 'dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n']"
413832,dbr:Bill_Clinton,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.103600929,167,"['dbr:Bill_Clinton\n', 'dbr:Alice_Rivlin\n', 'dbr:Economist\n', 'dbr:Pat_Nixon\n']"
1036228,dbr:George_W._Bush,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.115515991,168,"['dbr:George_W._Bush\n', 'dbr:Warren_W._Tichenor\n', 'dbr:University_of_Southern_California\n', 'dbr:Pat_Nixon\n']"
360813,dbr:Barack_Obama,571,dbo:spouse,2025365,dbr:Pat_Nixon,0,0.113133285,169,"['dbr:Barack_Obama\n', 'dbr:Stephen_T._Ayers\n', 'dbr:University_of_Southern_California\n', 'dbr:Pat_Nixon\n']"
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,958544,dbr:Florence_Harding,0,0.324734205,17,"['dbr:Woodrow_Wilson\n', 'dbr:Edith_Bolling_Galt_Wilson\n', 'dbr:Florence_Harding\n']"
2855700,dbr:Woodrow_Wilson,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.115534936,170,"['dbr:Woodrow_Wilson\n', 'dbr:Ellen_Axson_Wilson\n', 'dbr:Helen_Herron_Taft\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Betty_Ford\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.096676884,171,"['dbr:Warren_G._Harding\n', 'dbr:Baptists\n', 'dbr:Rosalynn_Carter\n', 'dbr:Betty_Ford\n']"
520375,dbr:Calvin_Coolidge,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.109398437,172,"['dbr:Calvin_Coolidge\n', 'dbr:Grace_Coolidge\n', 'dbr:Lou_Henry_Hoover\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Betty_Ford\n']"
1170654,dbr:Herbert_Hoover,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.148301873,173,"['dbr:Herbert_Hoover\n', 'dbr:Lou_Henry_Hoover\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Betty_Ford\n']"
982697,dbr:Franklin_D._Roosevelt,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.162362562,174,"['dbr:Franklin_D._Roosevelt\n', 'dbr:Nelson_Rockefeller\n', 'dbr:Happy_Rockefeller\n', 'dbr:Betty_Ford\n']"
1146400,dbr:Harry_S._Truman,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.162362562,175,"['dbr:Harry_S._Truman\n', 'dbr:Nelson_Rockefeller\n', 'dbr:Happy_Rockefeller\n', 'dbr:Betty_Ford\n']"
808950,dbr:Dwight_D._Eisenhower,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.162362562,176,"['dbr:Dwight_D._Eisenhower\n', 'dbr:Nelson_Rockefeller\n', 'dbr:Happy_Rockefeller\n', 'dbr:Betty_Ford\n']"
1351832,dbr:John_F._Kennedy,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.135941458,177,"['dbr:John_F._Kennedy\n', 'dbr:Eleanor_Roosevelt\n', 'dbr:First_Lady_of_the_United_States\n', 'dbr:Betty_Ford\n']"
1655502,dbr:Lyndon_B._Johnson,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.150083436,178,"['dbr:Lyndon_B._Johnson\n', 'dbr:Lady_Bird_Johnson\n', 'dbr:Pat_Nixon\n', 'dbr:Betty_Ford\n']"
2208013,dbr:Richard_Nixon,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.265069976,179,"['dbr:Richard_Nixon\n', 'dbr:Pat_Nixon\n', 'dbr:Betty_Ford\n']"
2803138,dbr:Warren_G._Harding,571,dbo:spouse,958544,dbr:Florence_Harding,1,0.590616109,18,"['dbr:Warren_G._Harding\n', 'dbr:Marshall_Eugene_DeWolfe\n', 'dbr:Florence_Harding\n']"
1039239,dbr:Gerald_Ford,571,dbo:spouse,405282,dbr:Betty_Ford,1,0.590616109,180,"['dbr:Gerald_Ford\n', 'dbr:John_Gardner_Ford\n', 'dbr:Betty_Ford\n']"
1334643,dbr:Jimmy_Carter,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.280508894,181,"['dbr:Jimmy_Carter\n', 'dbr:Rosalynn_Carter\n', 'dbr:Betty_Ford\n']"
2245582,dbr:Ronald_Reagan,571,dbo:spouse,405282,dbr:Betty_Ford,0,0.163134833,182,"['dbr:Ronald_Reagan\n', 'dbr:Presidency_of_Jimmy_Carter\n', 'dbr:Rosalynn_Carter\n', 'dbr:Betty_Ford\n']"
